FileName,ResearchQuestion,Theme,Subject,Sentence,DominantTopic,TopicKeywords
A110,RQ1,Principles and Values,Process improvement,To help avoid software erosion costs,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A110,RQ1,Principles and Values,Architecture,The 12-factor app methodology has emerged to handle the dissonance between traditional app development and modern cloud solutions.,0,"systems, data, security, system, privacy, users, development, computing"
A110,RQ1,Objective and Motivation,Solve existing problems and challenges,To raise awareness of systemic problems they’ve observed in modern app development.,0,"systems, data, security, system, privacy, users, development, computing"
A110,RQ1,Main Guidelines,Adopt new technologies and approaches,12-factor apps must always be independent from additional applications. Every function should be its own process—in full isolation.,0,"systems, data, security, system, privacy, users, development, computing"
A110,RQ1,Call to Action,Adopt new technologies and approaches,A true 12-factor app is designed for scaling. Build your applications so that scaling in the cloud is seamless.,0,"systems, data, security, system, privacy, users, development, computing"
A110,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,There should be only the slightest difference between development and production environments. A vast difference may lead to unintended compatibility issues.,0,"systems, data, security, system, privacy, users, development, computing"
A110,RQ3,Relationship with SWeBok,Software architecture,A 12-factor app must always be independent from additional applications. Every function should be its own process—in full isolation.,0,"systems, data, security, system, privacy, users, development, computing"
A110,RQ3,Relationship with SWeBok,Software Construction,Your code base should have a logical version control system that’s easy to understand. Every deployment should have its own code repository.,0,"systems, data, security, system, privacy, users, development, computing"
A111,RQ1,Principles and Values,Ethics and Responsibility,The rule of free competition is needed for the applied know-how embodied in these products... should be tailored to ensure that it will not impede competition any more than is necessary to correct the market failure it addresses.,2,"research, open, work, future, extent, basic, also, community"
A111,RQ1,Main Guidelines,Address ethical and social issues,There is a strong societal interest in permitting the use of publicly accessible technical information that is unprotected by patent or copyright law.,0,"systems, data, security, system, privacy, users, development, computing"
A111,RQ1,Call to Action,Challenge the status quo,Existing legal regimes are structurally unsuited to providing an appropriate degree of protection to compiled know-how lying on or near the face of software products.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A111,RQ2,Gaps,Lack of practical guidelines for implementing principles,No legal regime can solve all problems [â€¦] Our goal was to concentrate on a workable solution to the most serious problems.,2,"research, open, work, future, extent, basic, also, community"
A111,RQ2,Gaps,Little discussion of the social and political implications of technology,The rule of free competition is needed [â€¦] to correct the market failure.,2,"research, open, work, future, extent, basic, also, community"
A111,RQ2,Gaps,Lack of assessment or monitoring of the quality of architecture,Existing legal regimes are structurally unsuited to providing an appropriate degree of protection to compiled know-how lying on or near the face of software products.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A111,RQ3,Relationship with SWeBok,Software Engineering Professional Practice,Developers routinely make agreements with royalty provisions when they want to package another firmâ€™s product along with theirs.,4,"process, mining, data, business, provides, bridge, modeling, important"
A112,RQ1,Principles and Values,Change,Improvements on the traditional computing models and paradigms are required.,4,"process, mining, data, business, provides, bridge, modeling, important"
A112,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,Most developments are still largely at the prototype stage. There are experiments and some case-studies but these have been ad hoc rather than methodical and systematic in testing.,2,"research, open, work, future, extent, basic, also, community"
A112,RQ3,Relationship with SWeBok,Software Design,Agent-oriented software engineering [...] has a strong emphasis on practical use in industry.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A113,RQ2,Gaps,Lack of practical guidelines for implementing principles,There is much research and appraisal to be done in terms of working through how to conceptualize code and its work. It seems to us that there is a critical need for more detailed ethnographic studies of how developers produce code.,2,"research, open, work, future, extent, basic, also, community"
A113,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,There has not been enough detailed comparative exploration of the discursive regime of different software products and system configurations in separate locations.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A113,RQ3,Relationship with SWeBok,Software Quality,Code makes a difference to the nature of objects because it imbues them with the capacity to do additional and new types of work.,3,"design, principles, community, people, need, thinking, must, patterns"
A113,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,We believe it would be instructive to conduct a detailed archeology of how algorithms come to be constructed â€” to excavate the social lives of ideas into code â€” and how an algorithm then translates and mutates across projects to be reemployed in diverse ways.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A114,RQ1,Principles and Values,Change,We take the bold step of naming this general paradigm for proving theorems. We call it the computational method.,3,"design, principles, community, people, need, thinking, must, patterns"
A114,RQ1,Objective and Motivation,Solve existing problems and challenges,Use of the computational method allows the researcher to concentrate on understanding the structure of the problem.,0,"systems, data, security, system, privacy, users, development, computing"
A114,RQ1,Main Guidelines,Establish standards and guidelines,Some guidelines should be established to ensure that proofs via the computational method are rigorous.,0,"systems, data, security, system, privacy, users, development, computing"
A114,RQ1,Main Guidelines,Consider context and application,We illustrate the usefulness of the method by analyzing a randomized algorithm for multi-processor scheduling with rejection.,0,"systems, data, security, system, privacy, users, development, computing"
A114,RQ1,Call to Action,Challenge the status quo,We shall take the outrageous position of defending computer assisted proofs.,3,"design, principles, community, people, need, thinking, must, patterns"
A114,RQ1,Call to Action,Creating a better future,Hopefully all goes well and the theorem is proven.,3,"design, principles, community, people, need, thinking, must, patterns"
A114,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,This method seems to be especially useful in theoretical computer science. Our goal is to bound the cost incurred when a given algorithm encounters an input.,2,"research, open, work, future, extent, basic, also, community"
A115,RQ2,Gaps,Lack of integration between different areas of software engineering,XAI-based systems need to start from modeling the biomedical and clinical domain in order to obtain a true understanding of the context in which these systems will be used.,0,"systems, data, security, system, privacy, users, development, computing"
A115,RQ3,Relationship with SWeBok,Software Requirements,Functional specifications obtained from deep analysis of the problem domain and users should determine when explainability and interpretability are required.,0,"systems, data, security, system, privacy, users, development, computing"
A116,RQ1,Principles and Values,Collaboration,Collaboration over individual accomplishment. Experience with collaborative work also prepares students to work effectively in teams.,2,"research, open, work, future, extent, basic, also, community"
A116,RQ1,Principles and Values,Process improvement,Continuous improvement over the maintenance of current practices.,4,"process, mining, data, business, provides, bridge, modeling, important"
A116,RQ3,Relationship with SWeBok,Software Quality,Agile techniques enhanced the quality of their class project deliverables.,4,"process, mining, data, business, provides, bridge, modeling, important"
A117,RQ1,Principles and Values,Collaboration,We understand the importance of collaboration between development team and the client. This focus on the client is often missing in education.,0,"systems, data, security, system, privacy, users, development, computing"
A117,RQ1,Principles and Values,Ethics and Responsibility,Teachers could then spend more time solving difficulties of the students than lecturing.,4,"process, mining, data, business, provides, bridge, modeling, important"
A117,RQ3,Relationship with SWeBok,Software Engineering Process,Evaluation could be done continuously in small increments to avoid few big-bang evaluations scheduled at periodic intervals.,4,"process, mining, data, business, provides, bridge, modeling, important"
A119,RQ3,Relationship with SWeBok,Software Engineering Professional Practice,Practitioners are happier because IS programs are producing graduates with up-to-date technology skills as well as organizational skills.,3,"design, principles, community, people, need, thinking, must, patterns"
A121,RQ1,Principles and Values,Innovation,ACI could expand the horizon of user-computer interaction research by pushing our imagination beyond the boundaries of human-computer interaction.,2,"research, open, work, future, extent, basic, also, community"
A121,RQ2,Gaps,Lack of practical guidelines for implementing principles,How do we elicit requirements from a nonhuman participant? How do we involve them in the design process? How do we evaluate the technology we develop for them?,3,"design, principles, community, people, need, thinking, must, patterns"
A121,RQ2,Gaps,Little discussion of the social and political implications of technology,The study of how they are adopted by or affect their users remains fundamentally outside the remit of user-computer interaction research.,2,"research, open, work, future, extent, basic, also, community"
A121,RQ2,Gaps,Lack of integration between different areas of software engineering,ACI has so far been driven by academic disciplines other than computer science or by other industrial sectors.,2,"research, open, work, future, extent, basic, also, community"
A121,RQ3,Relationship with SWeBok,Software Requirements,We could look at human-centered interaction design protocols and methods to assess which ones may or may not be relevant to an animal-centered design process.,3,"design, principles, community, people, need, thinking, must, patterns"
A122,RQ1,Principles and Values,Collaboration,Group collaboration requires a high degree of flexibility and malleability in the systems that support the work.,0,"systems, data, security, system, privacy, users, development, computing"
A122,RQ1,Principles and Values,Change,Supporting cooperation requires the system to be capable of reflecting both the changes that are decided for its performances and the continuously ongoing changes of the practices of its members.,0,"systems, data, security, system, privacy, users, development, computing"
A122,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,It is continuous organizational and technological change that makes cooperative information systems a challenge.,0,"systems, data, security, system, privacy, users, development, computing"
A122,RQ3,Relationship with SWeBok,Software architecture,We propose a generic architecture for cooperative information systems intended to support the rapid construction and evolution on top of existing organizational and technical legacy.,0,"systems, data, security, system, privacy, users, development, computing"
A122,RQ3,Relationship with SWeBok,Software Quality,System cooperation now imposes a series of new requirements concerning the modeling and representation of higher level functions... and the allocation of system resources to their execution.,0,"systems, data, security, system, privacy, users, development, computing"
A123,RQ1,Principles and Values,Process improvement,Systems integration typically starts as ad-hoc guesswork that progresses haphazardly via probes to characterize system behavior and expand the area of correct behavior.,0,"systems, data, security, system, privacy, users, development, computing"
A123,RQ1,Principles and Values,Change,Supporting cooperation requires the system to be capable of reflecting both the changes that are decided for its performances and the continuously ongoing changes of the practices of its members.,0,"systems, data, security, system, privacy, users, development, computing"
A123,RQ1,Principles and Values,Architecture,Architectural investigations include the critique of firewalls as imperfect yet necessary abstractions for system modularity and fault isolation.,0,"systems, data, security, system, privacy, users, development, computing"
A123,RQ2,Gaps,Lack of practical guidelines for implementing principles,Few misguided souls attempt to create that complete set of 'shall not' requirements because the effort is futile. One may as well specify that 'the application shall never crash'.,3,"design, principles, community, people, need, thinking, must, patterns"
A123,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,Where baselining can go wrong may be presented in the following scenario: Subsystem A at integration site X does not match its twin at developer site Y.,4,"process, mining, data, business, provides, bridge, modeling, important"
A123,RQ2,Gaps,Little discussion of the social and political implications of technology,Where the fact of testing can be used against a corporation in a court of law as evidence of knowledge of potential harm... rules of liability imply test results should be limited or hidden.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A124,RQ1,Principles and Values,Process improvement,This research manuscript addresses this need by bringing together a wide range of experts to collaboratively identify and tackle open problems in XAI research.,2,"research, open, work, future, extent, basic, also, community"
A124,RQ1,Principles and Values,Change,This work supports the compliance of AI-based systems with regulation in high-risk scenarios as considered in the EU AI Act.,0,"systems, data, security, system, privacy, users, development, computing"
A124,RQ1,Principles and Values,Artificial intelligence,The field of Explainable AI (XAI) has grown significantly over the past few years... it is now a research topic in a broad range of disciplines.,2,"research, open, work, future, extent, basic, also, community"
A124,RQ1,Principles and Values,Privacy and Security,Differential privacy mechanisms could be used to generate explanations to minimize the risk of revealing sensitive information.,0,"systems, data, security, system, privacy, users, development, computing"
A124,RQ1,Principles and Values,Sustainability,XAI methods have been applied in environmental science and agriculture to estimate forest carbon storage and inform forest management decisions.,2,"research, open, work, future, extent, basic, also, community"
A124,RQ2,Gaps,Lack of practical guidelines for implementing principles,There are too few empirical studies on the effectiveness of explanations.,2,"research, open, work, future, extent, basic, also, community"
A124,RQ2,Gaps,Lack of integration between different areas of software engineering,Research on explainability often fails to incorporate insights from research disciplines outside of computer science.,2,"research, open, work, future, extent, basic, also, community"
A124,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,These studies and reflections highlight the maturity reached in XAI research... but also making recognizable that open problems are often viewed through isolated perspectives.,2,"research, open, work, future, extent, basic, also, community"
A124,RQ2,Gaps,Lack of assessment or monitoring of the quality of architecture,Whether scaling laws can be used to infer the quality of the artefacts or concepts learned by LLMs is an open issue.,2,"research, open, work, future, extent, basic, also, community"
A125,RQ2,Gaps,Lack of practical guidelines for implementing principles,The requirement that regional depositories receive everything and keep it forever should be abandoned.,4,"process, mining, data, business, provides, bridge, modeling, important"
A126,RQ1,Principles and Values,Innovation,The Third Manifesto is a detailed and rigorous proposal for the future of data and database management systems.,0,"systems, data, security, system, privacy, users, development, computing"
A126,RQ1,Principles and Values,Openness,The idea of bringing the Manifesto to the attention of a wider audience than hitherto seems timely.,3,"design, principles, community, people, need, thinking, must, patterns"
A126,RQ1,Principles and Values,Process improvement,We want to explain what we believe is the right way to integrate objects and relations.,3,"design, principles, community, people, need, thinking, must, patterns"
A126,RQ1,Principles and Values,Change,We believe that a relational system that supported domains properly would be able to deal with all of those 'problem' kinds of data that it's often claimed object-oriented systems can handle.,0,"systems, data, security, system, privacy, users, development, computing"
A126,RQ2,Gaps,Lack of practical guidelines for implementing principles,There is still some confusion over the question of the right way to perform that integration.,2,"research, open, work, future, extent, basic, also, community"
A126,RQ3,Relationship with SWeBok,Software architecture,The Manifesto is meant as a foundation for the future of data and database management systems.,0,"systems, data, security, system, privacy, users, development, computing"
A126,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,We must get away from SQL and back to our relational roots.,3,"design, principles, community, people, need, thinking, must, patterns"
A127,RQ1,Principles and Values,Innovation,This paper provides a first conceptualisation of model management and lays out its scope.,4,"process, mining, data, business, provides, bridge, modeling, important"
A128,RQ1,Principles and Values,Sustainability,How to reduce and make the most from the energy footprint of (increasing levels of) computing?,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A129,RQ1,Principles and Values,Innovation,We argue here for a more radical approach: full SGML awareness in WWW.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A129,RQ2,Gaps,Little discussion of the social and political implications of technology,The upside of our proposal is that authors will have complete control over their tag sets [...] but the downside is that this control must be expressed in terms of a new style-sheet language.,3,"design, principles, community, people, need, thinking, must, patterns"
A129,RQ3,Relationship with SWeBok,Software Quality,Sending a non-valid SGML document can result in unpredictable behavior on the part of the browser.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A129,RQ3,Relationship with SWeBok,Computing Foundations,SGML is rich enough to provide good solutions to virtually all of the Webâ€™s markup requirements for many years to come.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A130,RQ1,Principles and Values,User focus,There is great value in enabling non-experts to solve small-scale problems relevant to their needs.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A130,RQ1,Principles and Values,Collaboration,We will demonstrate our initial progress in order to spark a discussion in the live-programming community about the tradeoffs of researching professional vs. end-user programming.,3,"design, principles, community, people, need, thinking, must, patterns"
A130,RQ1,Principles and Values,Process improvement,Chorus instead provides a single unified model built upon our prior work on Subtext.,4,"process, mining, data, business, provides, bridge, modeling, important"
A130,RQ1,Principles and Values,Architecture,Chorus documents are statically typed tree structures that contain specialized components implementing common conversational patterns.,3,"design, principles, community, people, need, thinking, must, patterns"
A130,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,Eventually we have to actually make it work. How will we get there?,2,"research, open, work, future, extent, basic, also, community"
A130,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,Live programming is best known for a number of aspirational demos of radically improved programming experiences.,3,"design, principles, community, people, need, thinking, must, patterns"
A130,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,Chorus could be thought of as HyperCard reimagined for the era of smart-phones and social apps.,2,"research, open, work, future, extent, basic, also, community"
A130,RQ3,Relationship with SWeBok,Software Quality,Transactional concurrent live programming... Edits to code and schema are done in long-running transactions concurrent with ongoing activities by other users.,0,"systems, data, security, system, privacy, users, development, computing"
A131,RQ1,Principles and Values,Innovation,Normalized stored relations with inherited attributes added to can be more faithful to the reality.,4,"process, mining, data, business, provides, bridge, modeling, important"
A131,RQ1,Principles and Values,Process improvement,We argue that normalization anomalies could be avoided by recognizing inherited attributes in relational models.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A131,RQ1,Principles and Values,Change,Present foundations of the relational model should get updated accordingly.,4,"process, mining, data, business, provides, bridge, modeling, important"
A131,RQ1,Principles and Values,Architecture,We propose a new relational model structure using Stored and Inherited Relations (SIRs) to improve conceptual clarity and eliminate redundancy.,4,"process, mining, data, business, provides, bridge, modeling, important"
A131,RQ3,Relationship with SWeBok,Software architecture,The proposed foundations suggest an architectural improvement to relational models through integration of inherited attributes.,4,"process, mining, data, business, provides, bridge, modeling, important"
A132,RQ1,Principles and Values,Innovation,Game theory provides fresh insights into computational multi-agent systems by introducing strategic dimensions into systems that otherwise may rest on unstable methodology.,0,"systems, data, security, system, privacy, users, development, computing"
A132,RQ1,Principles and Values,Process improvement,Game theory enables us to clarify certain phenomena in quantum theory and quantum computing.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A132,RQ2,Gaps,Lack of integration between different areas of software engineering,Multi-agent systems and game theory have evolved with only accidental contact to each other.,0,"systems, data, security, system, privacy, users, development, computing"
A132,RQ3,Relationship with SWeBok,Software architecture,Agent systems need to be open. Open systems receive constant input from their environment.,0,"systems, data, security, system, privacy, users, development, computing"
A132,RQ3,Relationship with SWeBok,Software Quality,Transactional concurrent live programming... Edits to code and schema are done in long-running transactions concurrent with ongoing activities by other users.,0,"systems, data, security, system, privacy, users, development, computing"
A133,RQ1,Principles and Values,Architecture,Modern systems moved from monolithic and static code bases to elastic and multi-layer distributed services.,0,"systems, data, security, system, privacy, users, development, computing"
A133,RQ1,Principles and Values,Ethics and Responsibility,Openness does not mean unregulated access. Evidence should be shared according to the target systemâ€™s owner rules to avoid any leakages of information.,0,"systems, data, security, system, privacy, users, development, computing"
A133,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,Traditional certification approaches are not applicable to ML-based systems because the latter are opaque and present an unknown behavior that can vary over time.,0,"systems, data, security, system, privacy, users, development, computing"
A133,RQ3,Relationship with SWeBok,Software Engineering Process,Certification should be integrated into development and operations. DevCertOps should aim to shift certification to the left by integrating it into the whole lifecycle.,0,"systems, data, security, system, privacy, users, development, computing"
A134,RQ1,Principles and Values,Innovation,The paper sets out design failures of Web 2.0 social networking sites and proffers guideline design principles of how Web 2.0 Community systems might be implemented.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ1,Principles and Values,Openness,We can apply Web 2.0 principles of technology to Gillâ€™s vision of cross-cultural interface design set out in Gill (1996).,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ1,Principles and Values,Ethics and Responsibility,This paper is a kind of manifesto for what the IFAC engineering community should consider as part of their ethical and scientific responsibility to global physical community processes.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ1,Principles and Values,Change,To date few papers have addressed this issue within the IFAC and automation and control literature.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ1,Principles and Values,Sustainability,Community informatics can help strengthen local communities and thus contribute to increase social stability.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ1,Principles and Values,Architecture,It is now necessary to focus upon designing ICT systems which utilise automation and control systems to address the physical community digital divide.,0,"systems, data, security, system, privacy, users, development, computing"
A134,RQ2,Gaps,Lack of practical guidelines for implementing principles,This paper sets out design failures of Web 2.0 social networking sites in terms of physical community.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,Few papers have addressed this issue within the IFAC and automation and control literature.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ2,Gaps,Little discussion of the social and political implications of technology,The study indicates that social networking systems are designed with an 'individualist' mindset to the detriment of physical community.,0,"systems, data, security, system, privacy, users, development, computing"
A134,RQ3,Relationship with SWeBok,Software Requirements,The aim was to give citizens the local infrastructure to generate and maintain online local content.,0,"systems, data, security, system, privacy, users, development, computing"
A134,RQ3,Relationship with SWeBok,Software Design,Facebook and iGoogle successfully comply with Web 2.0 principles but generally fail as community informatics systems.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ3,Relationship with SWeBok,Software Engineering Process,To date few papers have addressed this issue within the IFAC and automation and control literature.,3,"design, principles, community, people, need, thinking, must, patterns"
A134,RQ3,Relationship with SWeBok,Software Quality,It is not clear at present that the current trajectory of ICT and related systems is in this direction.,0,"systems, data, security, system, privacy, users, development, computing"
A135,RQ1,Principles and Values,User focus,A systems development process that focuses specifically on the needs of the client and valorizes the role that tacit knowledge plays both in the development of the system and on a continuous basis post system delivery.,0,"systems, data, security, system, privacy, users, development, computing"
A135,RQ1,Principles and Values,Ethics and Responsibility,This paper emphasises the difference between commercial systems design and non commercial systems design for the benefit of society.,3,"design, principles, community, people, need, thinking, must, patterns"
A135,RQ1,Principles and Values,Process improvement,The rationale is to detach from 'the one best way' that the Agile Software Development process has become.,4,"process, mining, data, business, provides, bridge, modeling, important"
A135,RQ1,Principles and Values,Change,Has the Taylorist 'One best way' seeped into systems design engineering?,3,"design, principles, community, people, need, thinking, must, patterns"
A135,RQ1,Principles and Values,Sustainability,Automation and the global march of progress threaten cultural diversity and lead to inability for artisans to make a living and support their families which is a threat to sustainable development and in the long run to international stability.,3,"design, principles, community, people, need, thinking, must, patterns"
A135,RQ1,Principles and Values,Architecture,It is now necessary to focus upon designing ICT systems which utilise automation and control systems to address the physical community digital divide.,0,"systems, data, security, system, privacy, users, development, computing"
A135,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,By over automating systems in the past workers have been deskilled and invaluable tacit knowledge has been lost.,0,"systems, data, security, system, privacy, users, development, computing"
A135,RQ3,Relationship with SWeBok,Software Engineering Process,Is it possible that removing the commercial aspect from systems development allows for the use of a different model of systems design for socially beneficial systems by using a responsible design method?,3,"design, principles, community, people, need, thinking, must, patterns"
A136,RQ1,Principles and Values,Ethics and Responsibility,Design researchers and practitioners can begin to apply spimes as a multidimensional lens to help reframe their design practices around the creation of a more sustainable IoT product paradigm.,3,"design, principles, community, people, need, thinking, must, patterns"
A136,RQ1,Principles and Values,Change,The manifesto is the first step towards the reframing of design practices that will contribute to a more sustainable IoT product paradigm.,3,"design, principles, community, people, need, thinking, must, patterns"
A136,RQ1,Principles and Values,Sustainability,Spimes aim to make the implicit consequences of product obsolescence and unsustainable disposal explicit to potential users.,0,"systems, data, security, system, privacy, users, development, computing"
A136,RQ3,Relationship with SWeBok,Software architecture,Spimes would be designed so that their material and digital instantiations would be made explicit to potential users.,0,"systems, data, security, system, privacy, users, development, computing"
A137,RQ1,Principles and Values,Process improvement,Using OCL constraints can help keep UML diagrams simple and easy to understand while adding details to the model.,4,"process, mining, data, business, provides, bridge, modeling, important"
A137,RQ2,Gaps,Lack of practical guidelines for implementing principles,OCL does currently not have a formally defined meaning and can therefore only be regarded as semi-formal.,0,"systems, data, security, system, privacy, users, development, computing"
A137,RQ3,Relationship with SWeBok,Software Design,OCL provides expressive operator names to increase readability of OCL constraints.,4,"process, mining, data, business, provides, bridge, modeling, important"
A137,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,OCL is a specification language that tries to mediate between the practical usersâ€™ needs and the theoretical work done in the area.,2,"research, open, work, future, extent, basic, also, community"
A138,RQ1,Principles and Values,Change,Our response to these deficiencies is placed against the backdrop provided by the broader tradition of organisation theory.,4,"process, mining, data, business, provides, bridge, modeling, important"
A138,RQ2,Gaps,Lack of integration between different areas of software engineering,Many of the current theoretical tools and principles of MAS research seem to be inadequate.,2,"research, open, work, future, extent, basic, also, community"
A138,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,Traditional concern of much of the MAS community has been with the design of relatively few computational artificial agents.,3,"design, principles, community, people, need, thinking, must, patterns"
A138,RQ3,Relationship with SWeBok,Software architecture,Any organisation is a MAS in which some form of joint behaviour is carried out through differentiation and coordination of tasks among the constituent members.,4,"process, mining, data, business, provides, bridge, modeling, important"
A138,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,We develop a model of MAS in which mechanisms of joint cognition and behaviour are predicated in terms of cognition and behaviour at the individual level.,0,"systems, data, security, system, privacy, users, development, computing"
A139,RQ1,Principles and Values,Change,Minimal machine consciousness enables the system to operate awarely in its environment at any time.,0,"systems, data, security, system, privacy, users, development, computing"
A139,RQ3,Relationship with SWeBok,Software architecture,We therefore contend that minimal machine consciousness should be one of the major design objectives of any cyber-physical system.,3,"design, principles, community, people, need, thinking, must, patterns"
A139,RQ3,Relationship with SWeBok,Software Engineering Process,The SACA (Sense-Analyze-Compute-Act) cycle supports the self-controlled behavior of a cognitive cyber-physical system.,0,"systems, data, security, system, privacy, users, development, computing"
A139,RQ3,Relationship with SWeBok,Software Quality,Minimal machine consciousness enables the system to detect and correct failures that can potentially prevent a possible crash or disaster.,0,"systems, data, security, system, privacy, users, development, computing"
A139,RQ3,Relationship with SWeBok,Software Security,Cyber-physical systems must be designed to guarantee minimal machine consciousness to ensure reliability and secure operation in real-world environments.,0,"systems, data, security, system, privacy, users, development, computing"
A140,RQ1,Principles and Values,Collaboration,People with disabilities are more likely to have more limited access to networks of academic peers and potential collaborators.,3,"design, principles, community, people, need, thinking, must, patterns"
A140,RQ1,Principles and Values,Ethics and Responsibility,Research communities should more proactively comply with their moral and legal obligations.,2,"research, open, work, future, extent, basic, also, community"
A140,RQ1,Principles and Values,Process improvement,We propose a number of adjustments to ameliorate some of these concerns and the disadvantage that they place many people with disabilities at.,3,"design, principles, community, people, need, thinking, must, patterns"
A140,RQ2,Gaps,Lack of practical guidelines for implementing principles,Despite the introduction of Disability Discrimination Law... it is surprising that the CHI review process takes no substantive account of the needs of people with disabilities.,4,"process, mining, data, business, provides, bridge, modeling, important"
A140,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,The low levels of requests (for whatever reasons) means that it is highly likely that there is substantial under-recommendation of reasonable adjustments within the SIGCHI community.,3,"design, principles, community, people, need, thinking, must, patterns"
A140,RQ3,Relationship with SWeBok,Software Quality,Removing arbitrary page limits would promote inclusion and reduce anxiety for those who need more space to articulate their work due to cognitive disabilities.,3,"design, principles, community, people, need, thinking, must, patterns"
A140,RQ3,Relationship with SWeBok,Software Engineering Professional Practice,We argue that conference organizers and academic staff have a responsibility to act ethically and legally in providing accessible and inclusive environments.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A141,RQ1,Principles and Values,User focus,End users need ways to actively participate in the AI debate and related decision making.,0,"systems, data, security, system, privacy, users, development, computing"
A141,RQ1,Principles and Values,Openness,There arenâ€™t consistent standards or transparent review practices.,0,"systems, data, security, system, privacy, users, development, computing"
A141,RQ1,Principles and Values,Ethics and Responsibility,The design and development of AI-based intelligent systems present core dilemmas related to the fundamentals of human and social behavior.,3,"design, principles, community, people, need, thinking, must, patterns"
A141,RQ1,Principles and Values,Change,Participatory design practitioners must weigh in as shapers of more democratic futures.,3,"design, principles, community, people, need, thinking, must, patterns"
A141,RQ1,Principles and Values,Artificial intelligence,AI and intelligent systems are in desperate need for ethical as well as design guidelines.,3,"design, principles, community, people, need, thinking, must, patterns"
A141,RQ1,Principles and Values,Sustainability,Participatory approaches may help address the described issues while enabling sustainable business models and technological development.,4,"process, mining, data, business, provides, bridge, modeling, important"
A141,RQ2,Gaps,Lack of practical guidelines for implementing principles,There arenâ€™t consistent standards or transparent review practices.,0,"systems, data, security, system, privacy, users, development, computing"
A141,RQ3,Relationship with SWeBok,Software Engineering Professional Practice,Participatory design practitioners must weigh in.,3,"design, principles, community, people, need, thinking, must, patterns"
A142,RQ1,Principles and Values,Innovation,Event processing is a set of techniques and tools that help us understand and control event-driven systems.,0,"systems, data, security, system, privacy, users, development, computing"
A142,RQ1,Principles and Values,Process improvement,Event processing provides real-time visibility in a wealth of event data and enables responsiveness in decision-making processes.,4,"process, mining, data, business, provides, bridge, modeling, important"
A142,RQ1,Principles and Values,Change,The event processing grand challenge offers a focus to make the quantum leap in the impact of event processing on the world.,0,"systems, data, security, system, privacy, users, development, computing"
A142,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,The current applications based on event processing technology just scratched the surface of its potential; the grand challenge offers a focus to make the quantum leap.,0,"systems, data, security, system, privacy, users, development, computing"
A142,RQ3,Relationship with SWeBok,Software architecture,Event processing offers a standardized and optimized way to implement event-based applications.,0,"systems, data, security, system, privacy, users, development, computing"
A142,RQ3,Relationship with SWeBok,Software Engineering Process,The effectiveness of a response depends on its timeliness. Event processing is valuable where the value of a response decays with increased response time.,0,"systems, data, security, system, privacy, users, development, computing"
A142,RQ3,Relationship with SWeBok,Software Quality,Event processing systems also generate summary-level facts (complex events) and put them in context to identify threats and opportunity situations.,0,"systems, data, security, system, privacy, users, development, computing"
